rowname	logFC	logCPM	LR	PValue	p.adj	FILTER.FC	FILTER.P	gene_name	gene_biotype
ENSG00000005059	-0.02260794213454233	2.418140188957374	0.012844973464606113	0.9097644410460444	0.9998744870734909	0	0	CCDC109B	protein_coding
ENSG00000005073	-0.1539291685804483	2.693251753721986	0.6271253128772454	0.4284117327802363	0.9998744870734909	0	0	HOXA11	protein_coding
ENSG00000005075	0.3227929914641086	3.9983196282806484	1.7492097260072796	0.18597611165988903	0.8323958257679314	0	0	POLR2J	protein_coding
ENSG00000005100	-0.07801924151464708	4.769250880657776	0.27820664601668454	0.5978790606550419	0.9998744870734909	0	0	DHX33	protein_coding
ENSG00000005156	-0.06060579086580923	5.005775016977437	0.22835455841921792	0.6327465916882167	0.9998744870734909	0	0	LIG3	protein_coding
ENSG00000005175	0.0782628024737417	5.481474425595468	0.4363780839005287	0.5088758004891444	0.9998744870734909	0	0	RPAP3	protein_coding
ENSG00000005189	0.058500482114921044	2.3719342596399122	0.0744753961758775	0.7849286975666327	0.9998744870734909	0	0	AC004381.6	protein_coding
ENSG00000005194	-0.16262418172035062	4.691163532935201	1.2308680838130623	0.2672382828519836	0.9345297152693152	0	0	CIAPIN1	protein_coding
ENSG00000005206	0.1762570463672368	2.6152838956302147	0.45621611849088595	0.49939770517170623	0.9998744870734909	0	0	SPPL2B	processed_transcript
ENSG00000005238	-0.27054207387772433	3.8630289471121353	2.5066740020526126	0.11336496629154579	0.6910650908490664	0	0	FAM214B	protein_coding
ENSG00000005243	-0.19296136924675847	1.9895408697581662	0.7724751215003853	0.3794524411634098	0.9982855943980168	0	0	COPZ2	protein_coding
ENSG00000005249	0.07742012461575602	4.477989928370095	0.275641502117395	0.5995722656986914	0.9998744870734909	0	0	PRKAR2B	protein_coding
ENSG00000005302	0.025320977475737763	4.3511346559853	0.02844661143798488	0.866063113620119	0.9998744870734909	0	0	MSL3	protein_coding
ENSG00000005339	-0.03549518506606274	5.535405394500446	0.09397165664633178	0.7591874633776957	0.9998744870734909	0	0	CREBBP	protein_coding
ENSG00000005436	0.07800908724200921	5.026314929719932	0.31842059756883145	0.5725583574427681	0.9998744870734909	0	0	GCFC2	protein_coding
ENSG00000005448	-0.05009883924526224	5.002106045483717	0.14702955886708935	0.7013903352840796	0.9998744870734909	0	0	WDR54	protein_coding
ENSG00000005469	-0.0685258374537538	2.807778181270627	0.13349461277137742	0.7148358695826904	0.9998744870734909	0	0	CROT	protein_coding
ENSG00000005483	-0.3580879074892024	5.031324002783692	6.58298694807587	0.010295798163060416	0.17823529125186127	0	0	KMT2E	protein_coding
ENSG00000005486	0.2279821563444089	3.791058629573774	1.6048506180711524	0.20521715977053184	0.860740445470156	0	0	RHBDD2	protein_coding
ENSG00000005700	0.009061569410907137	5.664328987762492	0.005121188009923117	0.942950103076468	0.9998744870734909	0	0	IBTK	protein_coding
ENSG00000005801	0.21802819611559957	4.835062660496969	2.4064548946180206	0.12083573595200277	0.7081618191680218	0	0	ZNF195	protein_coding
ENSG00000005810	0.04942063325808017	6.478201832150569	0.13331083264711197	0.7150236534396522	0.9998744870734909	0	0	MYCBP2	protein_coding
ENSG00000005812	-0.20933907010615485	4.8193644955533	2.3370218410484824	0.12633087052058625	0.72094059799766	0	0	FBXL3	protein_coding
ENSG00000005882	-0.20424081212357975	3.191065037231262	1.4903362653215737	0.22216429371468818	0.8853967158010975	0	0	PDK2	protein_coding
ENSG00000005884	0.29771152648442	8.233973979196872	3.095564833136905	0.07850590329249922	0.5893442335340805	0	0	ITGA3	protein_coding
ENSG00000005889	-0.10963435101792436	4.970925078612083	0.7397331237479321	0.3897463815011409	0.9998744870734909	0	0	ZFX	protein_coding
ENSG00000005893	0.036765749346983505	5.216459469399562	0.08040635658863948	0.7767474825130147	0.9998744870734909	0	0	LAMP2	protein_coding
ENSG00000005955	-0.2136358197309102	5.666590295296356	3.5487975030031116	0.05958861941914044	0.5206818386537851	0	0	GGNBP2	protein_coding
ENSG00000006007	0.048041789895070665	5.393878699255925	0.15607875190630693	0.6927926787834746	0.9998744870734909	0	0	GDE1	protein_coding
ENSG00000006015	0.32219228566683	2.2885111692250653	1.3119678911907826	0.2520386668431181	0.9202747591681482	0	0	C19orf60	protein_coding
ENSG00000006025	-0.050541419774647905	2.3516026559717145	0.0584737628447769	0.8089246873294753	0.9998744870734909	0	0	OSBPL7	protein_coding
ENSG00000006042	0.0904402847833638	5.3842837429729276	0.5768520716163272	0.4475488603830361	0.9998744870734909	0	0	TMEM98	protein_coding
ENSG00000006062	0.25874816837007725	3.959054858349025	2.5841773233926233	0.10793647531655595	0.6774152174972375	0	0	MAP3K14	processed_transcript
ENSG00000006114	-0.1659022333645502	5.239548392345969	1.864253682328254	0.17213466604470254	0.8086183247142229	0	0	SYNRG	protein_coding
ENSG00000006118	0.2227935277142828	3.870079217026364	1.3883132776828973	0.23869015325325388	0.9065504304259552	0	0	TMEM132A	protein_coding
ENSG00000006125	0.025486064687423374	7.466866235096661	0.02340074019173244	0.8784195637684169	0.9998744870734909	0	0	AP2B1	protein_coding
ENSG00000006194	-0.024609379206218907	5.052424126595919	0.037397406392436494	0.8466581743385511	0.9998744870734909	0	0	ZNF263	protein_coding
ENSG00000006282	0.07466017938873817	5.340016566068165	0.3884990623531053	0.5330894151659376	0.9998744870734909	0	0	SPATA20	protein_coding
ENSG00000006327	0.2655046661811187	6.723140425822497	2.461570157479116	0.11666211087417179	0.6969607763885	0	0	TNFRSF12A	protein_coding
ENSG00000006432	-0.2757349529120914	5.858988916377141	5.129335867977716	0.02352472735779011	0.3002309315893781	0	0	MAP3K9	protein_coding
ENSG00000006451	0.05035172856380479	5.45163542059249	0.1844072743729228	0.6676127403989469	0.9998744870734909	0	0	RALA	protein_coding
ENSG00000006453	-0.08334067347372336	4.408240692635192	0.3166684027213731	0.5736167256115584	0.9998744870734909	0	0	BAIAP2L1	protein_coding
ENSG00000006459	0.682750536515593	3.3869991482242447	15.269950230297283	9.318724260523098e-5	0.005026726948887504	1	1	KDM7A	protein_coding
ENSG00000006530	0.03127776325520225	4.408488790106943	0.04437229732230996	0.8331624774412663	0.9998744870734909	0	0	AGK	protein_coding
ENSG00000006534	-0.11755700063535238	3.5348755211863785	0.44831449610945384	0.5031364619204007	0.9998744870734909	0	0	ALDH3B1	protein_coding
ENSG00000006576	-0.03610018089658466	6.177465447437982	0.08521276493854657	0.7703537128366201	0.9998744870734909	0	0	PHTF2	protein_coding
ENSG00000006606	-0.46116324295893174	1.1895181662887613	2.167126155850645	0.14098949701022614	0.7549667092539393	0	0	CCL26	protein_coding
ENSG00000006607	0.08007366487729185	5.216043262571256	0.3794393409159653	0.5379034444040767	0.9998744870734909	0	0	FARP2	protein_coding
ENSG00000006625	0.07991751778975385	6.150178563712021	0.43800682933501633	0.5080860460663195	0.9998744870734909	0	0	GGCT	protein_coding
ENSG00000006634	-0.25785816679691853	5.526568792533971	5.02389608372367	0.02499985712919792	0.3124853408620753	0	0	DBF4	protein_coding
ENSG00000006652	0.013906356091104657	5.3173040582908095	0.013751775866914784	0.906647709219047	0.9998744870734909	0	0	IFRD1	protein_coding
ENSG00000006695	0.0877052726497049	3.503434344621646	0.2848187422884778	0.5935600962161036	0.9998744870734909	0	0	COX10	protein_coding
ENSG00000006704	-0.1955842612265143	3.7414131029194966	1.0375765536221948	0.30838577197873734	0.9673191473674804	0	0	GTF2IRD1	protein_coding
ENSG00000006712	-0.12009118548695379	5.195798896985281	0.9526786567600922	0.32903840425603587	0.9774248967192871	0	0	PAF1	protein_coding
ENSG00000006715	-0.02139743917293355	6.231404589636618	0.03158002817567862	0.8589525343852378	0.9998744870734909	0	0	VPS41	protein_coding
ENSG00000006740	0.09102929601607354	1.0785107886179162	0.07544575821763289	0.783566775319636	0.9998744870734909	0	0	ARHGAP44	protein_coding
ENSG00000006744	0.02110216915412498	5.877266802786557	0.03416241846361601	0.8533617622304238	0.9998744870734909	0	0	ELAC2	protein_coding
ENSG00000006757	-0.12711906984166135	2.252793874116324	0.36082344926721266	0.5480492681858395	0.9998744870734909	0	0	PNPLA4	protein_coding
ENSG00000006831	0.044379512848420496	7.5177064825821285	0.07252013920503941	0.7877021906707575	0.9998744870734909	0	0	ADIPOR2	protein_coding
ENSG00000007047	-0.008604182302635622	2.1027511616452323	0.001506275517339617	0.9690412616885172	0.9998744870734909	0	0	MARK4	protein_coding
ENSG00000007080	0.6950066682311454	3.4291465523378832	4.5233164786871924	0.03343595706737206	0.37509503754743556	1	0	CCDC124	protein_coding
ENSG00000007168	-0.15371076097966657	6.12379171716636	1.6175303128472933	0.20343649432917546	0.8588204284080704	0	0	PAFAH1B1	protein_coding
ENSG00000007202	-0.03219784240189054	8.578221902658582	0.0399179992647376	0.8416409956066372	0.9998744870734909	0	0	KIAA0100	protein_coding
ENSG00000007237	0.02412204506676688	1.2819604913143743	0.006154581379014701	0.937469194947271	0.9998744870734909	0	0	GAS7	protein_coding
ENSG00000007341	-0.04390461342498501	4.104236186115774	0.07619476277785964	0.78252196097842	0.9998744870734909	0	0	ST7L	protein_coding
ENSG00000007376	0.281626513628209	3.518914352718463	1.4086207165297253	0.23528549712407895	0.9050975153416858	0	0	RPUSD1	protein_coding
ENSG00000007384	0.021089378537111216	2.953004863257754	0.01107274362492916	0.9161956034407354	0.9998744870734909	0	0	RHBDF1	protein_coding
ENSG00000007392	0.1336282734157272	4.3212473725547	0.5741899098257832	0.4485987449849546	0.9998744870734909	0	0	LUC7L	protein_coding
ENSG00000007520	0.3101599553520625	4.4325925336398555	2.2226680593900383	0.13599785702157854	0.7412559857545675	0	0	TSR3	protein_coding
ENSG00000007541	0.2956252200110241	2.9090416724626618	1.4028404038974003	0.23624857284357426	0.9050975153416858	0	0	PIGQ	protein_coding
ENSG00000007545	0.17374412442189618	2.563962251036809	0.8702222773219219	0.3508937802392651	0.9892131332419855	0	0	CRAMP1L	protein_coding
ENSG00000007866	0.19198886555021583	2.9291403868129855	1.083678998923176	0.2978759943072233	0.9612392962585844	0	0	TEAD3	protein_coding
ENSG00000007923	0.06175284982956935	5.093412891889104	0.165181586466133	0.6844300773228404	0.9998744870734909	0	0	DNAJC11	protein_coding
ENSG00000007944	-0.5117697094727802	3.0082863411374747	8.23694818267137	0.0041046090233627704	0.09417323197836285	1	1	MYLIP	protein_coding
ENSG00000007968	-1.1353102645438649	3.814158321911914	37.59479864769446	8.707636760437725e-10	2.297491029596362e-7	1	1	E2F2	protein_coding
ENSG00000008018	-0.054817637770529816	7.0225831546508575	0.11810840759082453	0.7310951986122908	0.9998744870734909	0	0	PSMB1	protein_coding
ENSG00000008083	0.19445895251559428	4.018687998389105	1.5049949331804484	0.2199044065223681	0.8827317235772527	0	0	JARID2	protein_coding
ENSG00000008086	-0.1586326393619436	1.272373133210286	0.29305707472255094	0.5882681123314263	0.9998744870734909	0	0	CDKL5	protein_coding
ENSG00000008130	0.10330702426009562	4.071281653604863	0.3931128875927712	0.5306676576825429	0.9998744870734909	0	0	NADK	protein_coding
ENSG00000008256	-0.16417110818573624	6.6609415040360105	1.1796176408929	0.2774338500082857	0.9457509938266382	0	0	CYTH3	protein_coding
ENSG00000008277	0.02481047449566127	2.0268711810657245	0.011803743709194237	0.913484039093785	0.9998744870734909	0	0	ADAM22	protein_coding
ENSG00000008282	0.05880280307964835	5.5146181604541695	0.259585125758246	0.6104053222680929	0.9998744870734909	0	0	SYPL1	protein_coding
ENSG00000008283	-0.11381263005165401	4.143878660502236	0.5320707261418391	0.46573758196989623	0.9998744870734909	0	0	CYB561	protein_coding
ENSG00000008294	0.06479720640479186	6.9419795074442705	0.17256826194480368	0.6778393261010458	0.9998744870734909	0	0	SPAG9	protein_coding
ENSG00000008300	0.01667286425398358	4.19270196473433	0.010279383332289171	0.9192430226226795	0.9998744870734909	0	0	CELSR3	protein_coding
ENSG00000008311	-0.15275081726354203	3.209143384568527	0.8402428891707174	0.35932731364304216	0.9942453162274203	0	0	AASS	protein_coding
ENSG00000008324	0.1531470046586464	3.7833315441921322	0.8755018100206016	0.34943666442207455	0.9886450807067125	0	0	SS18L2	protein_coding
ENSG00000008382	0.1289342218492418	1.163427810824713	0.15744074001320585	0.6915237790702748	0.9998744870734909	0	0	MPND	protein_coding
ENSG00000008394	0.009322243256508909	5.247146693261413	0.005733458214507436	0.9396421801626976	0.9998744870734909	0	0	MGST1	protein_coding
ENSG00000008405	-0.017701905270547273	4.875201208256426	0.0172850554995847	0.8954014275060922	0.9998744870734909	0	0	CRY1	protein_coding
ENSG00000008441	0.09294357989529432	2.8219966427544065	0.27327570627374076	0.6011428172449013	0.9998744870734909	0	0	NFIX	protein_coding
ENSG00000008513	0.7524456717690797	6.622529095798999	22.6864991364522	1.9070307352462428e-6	2.1431140771929305e-4	1	1	ST3GAL1	protein_coding
ENSG00000008517	0.06005925546436147	1.7671068109747794	0.05583847969404232	0.8131985904194443	0.9998744870734909	0	0	IL32	protein_coding
ENSG00000008710	0.45518559439845996	3.7708298145946375	3.407266187207405	0.06490989825808588	0.5450658214273156	0	0	PKD1	protein_coding
ENSG00000008838	-0.08962898782238093	4.3681912464170845	0.3634094051868395	0.5466188093114027	0.9998744870734909	0	0	MED24	protein_coding
ENSG00000008853	-0.05236084641887363	2.9613222577065335	0.0885176700425423	0.7660701573500134	0.9998744870734909	0	0	RHOBTB2	protein_coding
ENSG00000008869	-0.12281022344957704	5.1575847409214095	0.8381139232427586	0.35993674740218595	0.9942453162274203	0	0	HEATR5B	protein_coding
ENSG00000008952	0.05618211347843768	5.781730954558609	0.25798689619192317	0.6115065693700192	0.9998744870734909	0	0	SEC62	protein_coding
ENSG00000008988	-0.01255129339416009	9.373146489109468	0.007053437966987985	0.9330685579220791	0.9998744870734909	0	0	RPS20	protein_coding
ENSG00000009307	0.007406902988226078	9.62854218931291	0.002691534331006551	0.9586243110293343	0.9998744870734909	0	0	CSDE1	protein_coding
ENSG00000009335	0.021056864813344626	5.6486935092707355	0.035213025209678506	0.8511499779724353	0.9998744870734909	0	0	UBE3C	protein_coding
ENSG00000009413	-0.035969469100862114	5.7688409403982215	0.08671214542795269	0.7683993491634129	0.9998744870734909	0	0	REV3L	protein_coding
ENSG00000009709	-0.4459470246910509	2.0883672867476806	4.175074012886398	0.04102277084082527	0.4233787157271227	0	0	PAX7	protein_coding
ENSG00000009780	-0.4059009611312426	2.394637077553835	3.908216375174706	0.04805056825402205	0.46365219499005017	0	0	FAM76A	protein_coding
ENSG00000009830	-0.06014042908533988	6.039303287961742	0.22887361850962407	0.6323602839818284	0.9998744870734909	0	0	POMT2	protein_coding
ENSG00000009844	0.03057937434731361	6.073196124833491	0.06220954095799769	0.8030371494768038	0.9998744870734909	0	0	VTA1	protein_coding
ENSG00000009954	-0.1254485474350506	7.234601223272369	0.6008252744438494	0.4382633196327849	0.9998744870734909	0	0	BAZ1B	protein_coding
ENSG00000010017	0.1964982027359046	4.648398497589282	1.758604487684205	0.18479867461853747	0.8317091834834387	0	0	RANBP9	protein_coding
ENSG00000010072	-0.16393348796398152	4.03539465860897	1.0916731232400352	0.296100795993966	0.9607837473309198	0	0	SPRTN	protein_coding
ENSG00000010165	0.02147930150172563	5.260241536985666	0.031617163726622266	0.8588704983778143	0.9998744870734909	0	0	METTL13	protein_coding
ENSG00000010219	-0.08521988882949688	4.769712686672757	0.3825472722498642	0.5362431223421598	0.9998744870734909	0	0	DYRK4	protein_coding
ENSG00000010244	-0.0041507466855051954	7.499653316146681	6.092772174497441e-4	0.9803073831190787	0.9998744870734909	0	0	ZNF207	protein_coding
ENSG00000010256	0.00750306380455609	6.675524759829386	0.0025221767963046204	0.9599460552986486	0.9998744870734909	0	0	UQCRC1	protein_coding
ENSG00000010270	0.04762641030831277	5.755235307997867	0.17967125751572155	0.6716559089472203	0.9998744870734909	0	0	STARD3NL	protein_coding
ENSG00000010278	0.04827577814137741	6.258886968995434	0.14202211209567395	0.7062789774995686	0.9998744870734909	0	0	CD9	protein_coding
ENSG00000010292	-0.15175495028158828	8.902358185757825	0.9280034994615107	0.33538225241618885	0.9799071732246711	0	0	NCAPD2	protein_coding
ENSG00000010295	0.6796939117941186	2.335570751103071	10.681232011973863	0.001082279569698023	0.034842512300861814	1	1	IFFO1	protein_coding
ENSG00000010318	-0.15384577374612746	1.163789077929355	0.2482477776687544	0.6183115822932873	0.9998744870734909	0	0	PHF7	protein_coding
ENSG00000010322	-0.01936720017652992	4.161298005688989	0.015683060264574777	0.9003398639608488	0.9998744870734909	0	0	NISCH	protein_coding
ENSG00000010361	0.00809087974602502	1.3572509215794064	6.633047994277774e-4	0.9794529904938548	0.9998744870734909	0	0	FUZ	protein_coding
ENSG00000010404	0.10722927953736461	5.209675023197173	0.6322411077293282	0.4265344506416102	0.9998744870734909	0	0	IDS	protein_coding
ENSG00000010539	-0.24547435426888228	3.735331966046005	2.307061244979524	0.12878733464640427	0.7255252856804958	0	0	ZNF200	protein_coding
ENSG00000010626	-0.021360205046054456	3.5663452124424557	0.016718105081110934	0.8971214491838846	0.9998744870734909	0	0	LRRC23	protein_coding
ENSG00000010803	-0.05495083208043458	4.193556753425858	0.12064800192067615	0.7283327392032283	0.9998744870734909	0	0	SCMH1	protein_coding
ENSG00000010810	-0.00809454966200312	3.8868169417419245	0.0024810733386857464	0.960273499844682	0.9998744870734909	0	0	FYN	protein_coding
ENSG00000010818	0.34521994949906054	5.505698939390402	8.352154896369058	0.0038523018749036203	0.08956970853583379	0	1	HIVEP2	protein_coding
ENSG00000011007	0.12222291328642447	6.329872629999382	1.0357499954818792	0.3088119747078131	0.9673191473674804	0	0	TCEB3	protein_coding
ENSG00000011009	0.3825944368729888	5.013551564994681	6.2515233293124055	0.012408654818833093	0.20269696303657775	0	0	LYPLA2	protein_coding
ENSG00000011021	-0.31692427715253096	3.8506911733830593	3.705364480995044	0.0542378244412233	0.4962568153352938	0	0	CLCN6	protein_coding
ENSG00000011028	0.42097230244647826	4.999110113890114	5.933100065904313	0.014859079458729139	0.22684861306993154	0	0	MRC2	protein_coding
ENSG00000011105	0.3334048855324202	4.406095303729886	4.793553755666821	0.028566429810468568	0.3409152002061524	0	0	TSPAN9	protein_coding
ENSG00000011114	-0.022153328504863356	5.107341528205305	0.029998203066412543	0.8624943074460517	0.9998744870734909	0	0	BTBD7	protein_coding
ENSG00000011132	0.32889347513845907	2.7765924865875675	1.8533427153007533	0.1733951167714492	0.8113410385308547	0	0	APBA3	protein_coding
ENSG00000011143	-0.12630103903432008	3.7819151250337013	0.629520746878601	0.42753116157484905	0.9998744870734909	0	0	MKS1	protein_coding
ENSG00000011198	0.1004223604839887	4.159124342342796	0.4156033341086456	0.5191390881783924	0.9998744870734909	0	0	ABHD5	protein_coding
ENSG00000011201	0.33320695404259604	5.8480219195614715	7.937311415254214	0.0048425730349866145	0.10495412308148667	0	0	KAL1	protein_coding
ENSG00000011243	-0.06536972853536552	4.0893935362453275	0.15346062161856366	0.6952499600735434	0.9998744870734909	0	0	AKAP8L	protein_coding
ENSG00000011258	0.0434212112668422	4.028997551663215	0.07268377336232845	0.787468552053977	0.9998744870734909	0	0	MBTD1	protein_coding
ENSG00000011260	0.011095870068329895	6.123715255500392	0.008375420769718644	0.9270815406673605	0.9998744870734909	0	0	UTP18	protein_coding
ENSG00000011275	-0.061298103094654	7.46806512929281	0.13751939353430487	0.7107596311358076	0.9998744870734909	0	0	RNF216	protein_coding
ENSG00000011295	0.07297117682617241	3.560413024847071	0.18675656410388797	0.665629923176302	0.9998744870734909	0	0	TTC19	protein_coding
ENSG00000011304	0.27262744337585615	7.513729294957492	1.883767288708441	0.169906587872344	0.8066556172591086	0	0	PTBP1	protein_coding
ENSG00000011376	0.07176090479806314	5.007872300296517	0.2945334953481762	0.5873298995550087	0.9998744870734909	0	0	LARS2	protein_coding
ENSG00000011405	0.07733478727495804	6.916517404062859	0.23862635158764078	0.6252000010121262	0.9998744870734909	0	0	PIK3C2A	protein_coding
ENSG00000011422	0.4865373827180124	5.262422380044088	14.781577283574293	1.207090228693381e-4	0.006147792554934258	0	1	PLAUR	protein_coding
ENSG00000011426	-0.31384943045026975	9.020120158970538	3.75009706617152	0.05280444488885272	0.4896008767119981	0	0	ANLN	protein_coding
ENSG00000011451	0.355800846960309	2.5612356903840663	2.121787622786126	0.14521696192860306	0.7618112829336925	0	0	WIZ	protein_coding
ENSG00000011454	-0.05413401618665408	4.681409421272412	0.1470072862488525	0.7014118666119928	0.9998744870734909	0	0	RABGAP1	protein_coding
ENSG00000011465	0.6576460769090456	2.8021749641762628	1.2239286557174864	0.26859102746134206	0.9354930127749099	1	0	DCN	protein_coding
